Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 3151 W 3rd St, Bloomington, IN 47404",Monroe County Pizza’s Big 10 Pounder Challenge,Where: Monroe County Pizza,,
"Address: 1601 W Old Ridge Rd, Hobart, IN 46342",JJ’s Kitchen Sink Pizza Challenge (Hobart),Where: JJ's Pizza Shack (Hobart),,
"Address: 6275 Central Ave, Portage, IN 46368",JJ’s Kitchen Sink Pizza Challenge (Portage),Where: JJ's Pizza Shack (Portage),,
"Address: 11920 W State Rd 10, Roselawn, IN 46372",JJ’s Kitchen Sink Pizza Challenge (Roselawn),Where: JJ's Pizza Shack (Roselawn),,
"Address: 3146 Central Ave, Lake Station, IN 46405",JJ’s Kitchen Sink Pizza Challenge (Lake Station),Where: JJ's Pizza Shack (Lake Station),,
"Address: 1608 E Michigan Blvd, Michigan City, IN 46360",JJ’s Kitchen Sink Pizza Challenge (Michigan City),Where: JJ's Pizza Shack (Michigan City),,
"Address: 1454 W Lincolnway, Valparaiso, IN 46385",JJ’s Kitchen Sink Pizza Challenge (Valparaiso),Where: JJ's Pizza Shack (Valparaiso),,
"Address: 4201 42nd St NE, Ste #140, Cedar Rapids, IA 52402",Pizza World’s 24-Inch “Big World” Team Pizza Challenge,Where: Pizza World Cedar Rapids,,
"Address: 1091 University Ave, Dubuque, IA 52001",Foodie Garage Eatery’s “Late Riser” Burger Challenge,Where: Foodie Garage Eatery,,
"Address: 1091 University Ave, Dubuque, IA 52001",Foodie Garage Eatery’s Pancake Breakfast Challenge,Where: Foodie Garage Eatery,,
"Address: 3002 23rd St, Harlan, IA 51537",The Buck Snort’s “Big Easy” Burger Challenge (Harlan),Where: The Buck Snort Restaurant & Sports Bar (Harlan),,
"Address: 322 E Coolbaugh St, Red Oak, IA 51566",The Buck Snort’s “Big Easy” Burger Challenge (Red Oak),Where: The Buck Snort Restaurant & Sports Bar (Red Oak),,
"Address: 310 Dr Van Zee Rd, Oakland, IA 51560",The Buck Snort’s “Big Easy” Burger Challenge (Oakland),Where: The Buck Snort Restaurant & Sports Bar (Oakland),,
"Address: 113 4th St, Neola, IA 51559",The Buck Snort’s “Big Easy” Burger Challenge (Neola),Where: The Buck Snort Restaurant & Sports Bar (Neola),,
"Address: 419 E Sharp St, Glenwood, IA 51534",The Buck Snort’s “Big Easy” Burger Challenge (Glenwood),Where: The Buck Snort Restaurant & Sports Bar (Glenwood),,
"Address: 25 Scott St, Council Bluffs, IA 51503",The Buck Snort’s “Big Easy” Burger Challenge (Council Bluffs),Where: The Buck Snort Restaurant & Sports Bar (Council Bluffs),,
"Address: 4995 Carnes Drive, Alton, IA 51003",Sfumato Pizzeria’s “6 Pie” Neapolitan Pizza Challenge,Where: Sfumato Pizzeria,,
"Address: 1100 Main St, Keokuk, IA 52632",Dr. Getwell’s “Heart Attack” Burger Challenge,Where: Dr. Getwell's Bar & Grill,,
"Address: 201 W 2nd St, Muscatine, IA 52761",Chicharo’s Mexican Grill’s 7lb Burrito Challenge,Where: Chicharo's Mexican Grill,,
"Address: 2201 16th Avenue SW, Cedar Rapids, IA 52404",Bigg Daddy’s “Trauma Unit” Burger Challenge,Where: Bigg Daddy's,,
"Address: 123 N 6th St, Estherville, IA 51334",Bud’s Cafe’s Belly Buster Breakfast Challenge,Where: Bud's Cafe,,
"Address: 440 N Dubuque St, North Liberty, IA 52317",J&A Tap’s “Big John” Burger Challenge,Where: J&A Tap Restaurant and Bar,,
"Address: 112 E 2nd St, Ottumwa, IA 52501",Canteen Lunch in the Alley’s Eating Challenge,Where: Canteen Lunch in the Alley,,
"Address: 120 1st St N, Newton, IA 50208",Midtown Café’s Tenderloin Sandwich Challenge,Where: Midtown Café ,,
"Address: 120 1st St N, Newton, IA 50208",Midtown Cafe’s Pancake Challenge,Where: Midtown Café,,
"Address: 214 Van Dom St, Polk City, IA 50226",Papa’s Pizzeria’s “Lake Monster” Sandwich Challenge,Where: Papa's Pizzeria,,
"Address: 2704 Stange Rd, Ames, IA 50010",Brick City Grill’s Triple Double Burger Challenge,Where: Brick City Grill,,
"Address: 201 N Cody Road, Le Claire, IA 52753",Blue Iguana’s 6lb Wanna Iguana Burrito Challenge,Where: Blue Iguana Mexican Cantina,,
"Address: 228 E 4th St, Waterloo, IA 50703","The Screaming Eagle 28,890 Burger Challenge",Where: Screaming Eagle American Bar & Grill,,
"Address: 3309 Ute Avenue, Waukee, IA 50263",Rube’s 52oz Belly Buster Top Sirloin (Waukee),Where: Rube's Steakhouse (Waukee),,
"Address: 118 Elm St, Montour, IA 50173",Rube’s 52oz Belly Buster Top Sirloin (Montour),Where: Rube's Steakhouse (Montour),,
"Address: 2601 Adventureland Dr, Altoona, IA 50009",Jethro’s Adam Emmenecker Sandwich Challenge (Altoona),Where: Jethro's BBQ (Altoona),,
"Address: 1425 SW Vintage Pkwy, Ankeny, IA 50023",Jethro’s Adam Emmenecker Sandwich Challenge (Ankeny),Where: Jethro's BBQ (Ankeny),,
"Address: 3100 Forest Ave, Des Moines, IA 50311",Jethro’s Adam Emmenecker Sandwich Challenge (Drake),Where: Jethro's BBQ (Drake),,
"Address: 5950 86th St, Johnston, IA 50131",Jethro’s Adam Emmenecker Sandwich Challenge (Johnston),Where: Jethro's BBQ (Johnston),,
"Address: 9350 University Ave, West Des Moines, IA 50266",Jethro’s Adam Emmenecker Sandwich Challenge (Waukee),Where: Jethro's BBQ (Waukee),,
"Address: 412 W Locust St, Troy, KS 66087",Rookies Sports Bar’s Flaming Trojan Horse Burger Challenge,Where: Rookies Sports Bar & Grill,,
"Address: 2208 W Wyatt Earp Blvd, Dodge City, KS 67801",Chu My’s Kitchen Pho Challenge,Where: Chu My's Kitchen,,
"Address: 511 W 11th St, Coffeyville, KS 67337",Phelp’s Hog Heaven’s Spicy “Hot Rib” Challenge,Where: Phelp's Hog Heaven,,
"Address: 7452, 201 E Ave A, Hutchinson, KS 67501",R-B Drive In’s “Belt-Buster” Burger Challenge,Where: R-B Drive In,,
"Address: 103 W Brown Ave, Greeley, KS 66033",Burnt Offerings BBQ’s “Bigfoot” Sandwich Challenge,Where: Burnt Offerings BBQ,,
"Address: 812 S Silver St, Paola, KS 66071",Grandstand’s Finish Line Burger Challenge (Paola),Where: Grandstand Burgers (Paola),,
"Address: S, 1275 US-69 BUS, Pittsburg, KS 66762",Two Brothers Mining Co’s “Brutus Buster” Burger Challenge,Where: Two Brothers Mining Co.,,
"Address: 8641 W 13th St N, Ste #103, Wichita, KS 67212",VietNom Nom`s “Go Pho Yourself” Challenge,Where: VietNom Nom ,,
"Address: 700 Main St, Hays, KS 67601",Tiger Burgers’ Ambush Slider Challenge,Where: Tiger Burgers,,
"Address: 311 W 11th St, Coffeyville, KS 67337",El Charro’s 6lb Burrito Azteca Challenge,Where: El Charro Mexican Restaurant,,
"Address: 900 Illinois St, Lawrence, KS 66044",Burrito King’s “King” Burrito Challenge,Where: Burrito King,,
"Address: 700 Main St, Hays, KS 67601",Sake2me’s Japanese Fire Roll Sushi Challenge,Where: Sake2me Sushi Rolls,,
"Address: 704 E 12th Ave, Emporia, KS 66801",The Do-B Burger Challenge,Where: Do-B's Burger Barn,,
"Address: 6000 Roger Dr, Shawnee, KS 66203",Old Shawnee Pizza’s 29″ “Big Joe” Pizza Challenge (Shawnee),Where: Old Shawnee Pizza Kitchen (Shawnee),,
"Address: 328 S Meridian Ave, Valley Center, KS 67147",Big Larry’s Burger Challenge,Where: Big Larry's Burgers,,
"Address: 2105 SW Mission Ave, Topeka, KS 66614",The 3lb Speck Burger Challenge,Where: Speck's Bar & Grill,,
"Address: 3512 Clinton Pkwy, Lawrence, KS 66047",23rd Street Brewery’s Everest Burger Challenge,Where: 23rd Street Brewery,,
"Address: 5593 US-68, Mayslick, KY 41055, USA",Mayslick Dinner Bell’s “Big Regret” Burger Challenge,Where: Jones Mayslick Dinner Bell,,
"Address: 561 E Tom T Hall Blvd, Olive Hill, KY 41164",The Drive-In’s “Big T” Burger Challenge,Where: The Drive-In,,
"Address: 420 E Main St, Mt Sterling, KY 40353",The Grillfather’s “Destroyer” Sandwich Challenge,Where: The Grillfather Restaurant,,
"Address: 254 Parkway Dr, Salyersville, KY 41465",Camp Pizza’s “Big Boone” Burger Challenge,Where: Camp Pizza #2,,
"Address: 1272 Gamaliel Rd, Tompkinsville, KY 42167",The Eatin’ Table’s “Mike’s” Breakfast Challenge,Where: The Eatin’ Table,,
"Address: 210 S Main St, Brownsville, KY 42210",Walden’s BBQ’s Mammoth Food Challenge,Where: Walden's BBQ,,
"Address: 214 N 15th St, Murray, KY 42071",The Burrito Shack’s Burrito Challenge (Murray),Where: The Burrito Shack (Murray),,
"Address: 2323 US Hwy 62, Gilbertsville, KY 42044",J-Mack BBQ’s Ultimate Nacho Challenge (Calvert City),Where: J-Mack BBQ (Calvert City),,
"Address: 218 S Mayo Trail, Pikeville, KY 41501",Giovanni’s 30″ Pizza Challenge (Pikeville),Where: Giovanni's Pizza Buffet & Fun Center,,
"Address: 317 Chestnut St, Murray, KY 42071",J-Mack BBQ’s Ultimate Nacho Challenge (Murray),Where: J-Mack BBQ (Murray),,
"Address: 1449 Bardstown Rd, Louisville, KY 40204",The Comfy Cow Sundae Challenge (Highlands),Where: The Comfy Cow (Highlands),,
"Address: 3620 Decoursey Ave, Covington, KY 41015",Bard’s Bardzilla Burger Challenge,Where: Bard's Burgers & Chili,,
"Address: 44 Public Square, Elkton, KY 42220",L & R Soda Bar’s “Banana Quake” Sundae Challenge,Where: L & R Soda Bar,,
"Address: 975 Baxter Ave, Louisville, KY 40204",Wick’s 16″ Big Wick Pizza Challenge (Original Highlands),Where: Wick's Pizza Parlor (Original Highlands),,
"Address: 3348 Hikes Lane, Ste #103, Louisville, KY 40220",Wick’s 16″ Big Wick Pizza Challenge (Hikes Point),Where: Wick's Pizza Parlor (Hikes Point),,
"Address: 12717 Shelbyville Rd, Louisville, KY 40243",Wick’s 16″ Big Wick Pizza Challenge (Middletown),Where: Wick's Pizza Parlor (Middletown),,
"Address: 9110 U.S. Hwy 431, Dunmor, KY 42339",Stix Pizza’s Triple “P” Team Challenge,Where: Stix Pizza & Wingz,,
"Address: 600 N 32nd St, Paducah, KY 42001",Pizza By the Pound’s Pounder Challenge,Where: Pizza By the Pound,,
"Address: 2221 Frankfort Ave, Louisville, KY 40206",The Comfy Cow Sundae Challenge (Frankfort Ave),Where: The Comfy Cow (Frankfort Ave),,
"Address: 339 Cardinal Blvd, Louisville, KY 40208",The Comfy Cow Sundae Challenge (Cardinal Towne),Where: The Comfy Cow (Cardinal Towne),,
"Address: 1301 Herr Ln, Ste #118, Louisville, KY 40222",The Comfy Cow Sundae Challenge (Westport Village),Where: The Comfy Cow (Westport Village),,
"Address: 3910 Ruckriegel Pkwy, Jeffersontown, KY 40299",Chubby Ray’s “Fat Teddy” Burger Challenge,Where: Chubby Ray's Pizza Co,,
"Address: 2325 Anderson Rd, Crescent Springs, KY 41017",PeeWee’s 5lb Burger Challenge,Where: PeeWee's Place,,
"Address: 2607 Madison Ave, Covington, KY 41015",Giuseppe’s Drunken Fireman Pizza Challenge,Where: Giuseppe's Pizzeria,,
"Address: 125 Main St, Brandenburg, KY 40108",Jailhouse Pizza’s Prisoner’s Pardon Team Challenge,Where: Jailhouse Pizza,,
"Address: 901 Convention Center Blvd, Ste #115, New Orleans, LA 70130",Tommy G’s “Italian” Coal Fired Pizza and Wings Challenge,Where: Tommy G's Coal Fired Pizza and Bar,,
"Address: 401 Andrew Higgins Blvd, New Orleans, LA 70130",Ugly Dog Saloon’s “Ugliest Platter” BBQ Challenge,Where: Ugly Dog Saloon & BBQ,,
"Address: 1632 Lafayette St, Gretna, LA 70053",Big EZ Seafood’s “Randy Santel” Cajun Seafood Challenge,Where: Big EZ Seafood,,
"Address: 7755 Magnolia Beach Rd, Ste #A, Denham Springs, LA 70726",Locals Bar & Kitchen’s “Lunatic” Burger Challenge,Where: Locals Bar & Kitchen,,
"Address: 739 Conti St, New Orleans, LA 70130",Oceana Grill’s Dessert Pancakes Challenge,Where: Oceana Grill,,
"Address: 2890 E Causeway Approach, Ste B, Mandeville, LA 70448",Rob’s Rocking Dogs’ “Big Band” Hot Dog Challenge,Where: Rob's Rockin' Dogs,,
"Address: 417 Ann St, Lake Charles, LA 70601",MacFarlane’s Celtic Pub’s Burger Challenge,Where: MacFarlane’s Celtic Pub,,
"Address: 6330 Siegen Ln, Baton Rouge, LA 70809",TJ Ribs BBQ’s Legend Platter Challenge (Siegen Lane),Where: TJ Ribs (Siegen Lane),,
"Address: 2324 S Acadian Thruway, Baton Rouge, LA 70808",TJ Ribs BBQ’s Legend Platter Challenge (Acadian),Where: TJ Ribs (Acadian),,
"Address: 37436 Ultima Plaza Blvd, Prairieville, LA 70769",TJ Ribs BBQ’s Legend Platter Challenge (Prairieville),Where: TJ Ribs (Prairieville),,
"Address: 305 Bertrand Dr, Lafayette, LA 70506",Dean-O’s Lafayette Pizza Burger Challenge,Where: Dean-O's Pizza - Lafayette,,
"Address: 610 E Kaliste Saloom Rd, Lafayette, LA 70508, USA",Broaddus Burger’s Double Triple Burger Challenge,Where: Broaddus Burger,,
"Address: 2312 Kaliste Saloom Rd, Lafayette, LA 70508",Deano’s Pizza Burger Challenge (South),Where: Deano's Pizza (South),,
"Address: 305 Bertrand Dr, Lafayette, LA 70506",Deano’s Pizza Burger Challenge (Bertrand),Where: Deano's Pizza (Bertrand),,
"Address: 210 3rd St, Dodson, LA 71422",Dodson Roadside Cafe’s Goliath Burger Challenge,Where: Dodson Roadside Cafe & Creamery,,
"Address: 450 Clyde Fant Pkwy, Ste #400, Shreveport, LA 71101",The Fully Stacked Burger Patty Record Challenge,Where: Fully Stacked Burgers,,
"Address: 401 Veterans Blvd, Metairie, LA 70002",Bobby Hebert’s Cajun Cannon Burger Challenge,Where: Bobby Hebert's Cajun Restaurant,,
"Address: 11135 Coursey Blvd, Baton Rouge, LA 70816",The Bull Chicks Fire Wing Challenge (Baton Rouge),Where: Bull Chicks Bar & Grill (Baton Rouge),,
"Address: 4225 Nicholson Dr, Ste #101, Baton Rouge, LA 70808",Pluckers’ Wall Of Flame Wing Challenge (Baton Rouge Nicholson),Where: Pluckers Wing Bar (Baton Rouge Nicholson),,
"Address: 6353 Bluebonnet Blvd, Baton Rouge, LA 70809",Pluckers’ Wall Of Flame Wing Challenge (Baton Rouge Bluebonnet),Where: Pluckers Wing Bar (Baton Rouge Bluebonnet),,
"Address: 710 Saint Mary St, Thibodaux, LA 70301",The Burrito La Palma Challenge,Where: La Palma Mexican Restaurant,,
"Address: 4924 Prytania St, New Orleans, LA 70115",Creole Creamery’s Tchoupitoulas Challenge (Uptown),Where: Creole Creamery (Uptown),,
"Address: 6221 S Claiborne Ave, Ste #104, New Orleans, LA 70125",The Bayou Beast Hot Wings Challenge,Where: Bayou Hot Wings,,
"Address: 3535 Perkins Rd, Baton Rouge, LA 70808",Acme Oyster House’s 15 Dozen Oysters Challenge (Baton Rouge),Where: Acme Oyster House (Baton Rouge),,
"Address: 3000 Veterans Blvd, Metairie, LA 70002",Acme Oyster House’s 15 Dozen Oyster Club Challenge (Metairie),Where: Acme Oyster House (Metairie),,
"Address: 1202 N Hwy 190, Covington, LA 70433",Acme Oyster House’s 15 Dozen Oyster Club Challenge (Covington),Where: Acme Oyster House (Covington),,
"Address: 724 Iberville St, New Orleans, LA 70130",Acme Oyster House’s 15 Dozen Oysters Challenge (French Quarter),Where: Acme Oyster House (French Quarter),,
"Address: 7516 Hwy 182 E, Morgan City, LA 70380",East Gate BBQ’s Big Skinny Sandwich Challenge,Where: East Gate BBQ,,
"Address: 1827 Avenue of America, Monroe, LA 71201",The Pickle Barrel’s Son Of A Botch Challenge,Where: The Pickle Barrel,,
"Address: 507 Main St, Minden, LA 71055",Habacu’s Mexican Grande 5lb Burrito Challenge,Where: Habacu's Mexican Restaurant,,
"Address: 777 Avenue L'Auberge, Lake Charles, LA 70601",Jack Daniel’s Da Big A$$ Burger Challenge,Where: Jack Daniel's Bar & Grill @ L'Auberge Casino,,
"Address: 563 W Railroad Ave, Independence, LA 70443",Bar-B-Que Station’s Ultimate Brisket Burger Challenge,Where: Bar-B-Que Station,,
"Address: 4215 S Sherwood Forest Blvd, Baton Rouge, LA 70816",The Londoner Pub’s Big Ben Burger Challenge,Where: The Londoner Pub,,
"Address: 600 Gap Farm Rd, Arcadia, LA 71001",Gap Farms’ Big Hoss 78oz Steak Challenge,Where: Gap Farms Travel Center,,
"Address: 300 River Highland Blvd, Covington, LA 70433",The Mugshots Burger Challenge (Covington),Where: Mugshots Grill & Bar (Covington),,
"Address: 280 Main St, Madawaska, ME 04756",Big Rick’s “Colossal” Burger Challenge,Where: Big Rick's Burgers & Wings,,
"Address: 315 Eastern Ave, Augusta, ME 04330",End Zone Pizza’s Gridiron 30″ Pizza Challenge,Where: End Zone Pizza and Deli,,
"Address: 77 Free St, Portland, ME 04101",Binga’s Buffalo Wing Record Challenge (Portland),Where: Binga's Stadium Restaurant (Portland),,
"Address: 907 Rte 1, Yarmouth, ME 04096",Binga’s Buffalo Wing Record Challenge (Yarmouth),Where: Binga's Wingas Restaurant (Yarmouth),,
"Address: 77 Free St, Portland, ME 04101",Binga’s ’08 Heat Wing Challenge (Portland),Where: Binga's Stadium Restaurant (Portland),,
"Address: 907 Rte 1, Yarmouth, ME 04096",Binga’s ’08 Heat Wing Challenge (Yarmouth),Where: Binga's Wingas Restaurant (Yarmouth),,
"Address: 77 Free St, Portland, ME 04101",Binga’s Meat Mountain Challenge (Portland),Where: Binga's Stadium Restaurant (Portland),,
"Address: 907 Rte 1, Yarmouth, ME 04096",Binga’s Meat Mountain Challenge (Yarmouth),Where: Binga's Wingas Restaurant (Yarmouth),,
"Address: 215 Saco Ave, Old Orchard Beach, ME 04064",Jimmy The Greek’s King Leonidas Calzone Challenge,Where: Jimmy The Greek's Restaurant,,
"Address: 33 Penobscot Ave, Millinocket, ME 04462",Appalachian Trail’s Sundae Summit Challenge,Where: Appalachian Trail Café,,
"Address: 248 State St, Ste #8, Ellsworth, ME 04605",Sylvia’s Hibernator Breakfast Challenge,Where: Sylvia's Café,,
"Address: 9636 Belair Rd, Nottingham, MD 21236",Ravage Deli’s Cheesesteak Sandwiches Challenge,Where: Ravage Deli,,
"Address: 10579 Theodore Green Blvd, White Plains, MD 20695",Bobby Rucci’s Spaghetti and Meatballs Challenge,Where: Bobby Rucci's Famous Deli & Doughboys,,
"Address: 111 Thomas St, Bel Air, MD 21014",Vagabond Sandwich Co’s Fleetwood Challenge,Where: Vagabond Sandwich Co. ,,
"Address: 1105 Atlantic Ave, Ocean City, MD, 21842",Brass Balls Saloon’s “Biggest Balls of Them All” Burger Challenge,Where: Brass Balls Saloon,,
"Address: 113 E Main St, Sharpsburg, MD 21782",Captain Bender’s Monument Burger Challenge,Where: Captain Bender's Tavern,,
"Address: 12207A Coastal Hwy, Ocean City, MD 21842",Justine’s Titanic Sundae Challenge,Where: Justine's Ice Cream Parlour,,
"Address: 1105 N Atlantic Ave, Ocean City, MD 21842",Bad Ass Café’s Ball Buster Burger Challenge,Where: Bad Ass Café At The Brass Balls Saloon,,
"Address: 107 S Main St, North East, MD 21901",Steak & Main’s Great Steak Challenge,Where: Steak & Main Restaurant,,
"Address: 25259 Garrett Hwy, McHenry, MD 21541",Archie’s Mountain Man Food BBQ Challenge,Where: Archie's Barbeque,,
"Address: 16430 Old Frederick Rd, Emmitsburg, MD 21727",Chubby’s Avalanche Burger Challenge,Where: Chubby's Southern Style Barbeque,,
"Address: 1116 N Rolling Rd, Catonsville, MD 21228",Pho Saigon’s Man vs Pho Challenge,Where: Pho Saigon Vietnamese Restaurant,,
"Address: 120 S Bond St, Bel Air, MD 21014",MaGerk’s Cheese Steak King Sandwich Challenge,Where: MaGerk's Pub & Grill,,
"Address: 1032 Light St, Baltimore, MD 21230",Blue Agave’s El Toro Grande 2′ Burrito Challenge,Where: Blue Agave Restaurant,,
"Address: 165 Main St, Annapolis, MD 21401",Chick & Ruth’s Super Duper Colossal Burger Challenge,Where: Chick & Ruth's Delly,,
"Address: 165 Main St, Annapolis, MD 21401",Chick & Ruth’s Super Colossal Sandwich Challenge,Where: Chick & Ruth's Delly,,
"Address: 165 Main St, Annapolis, MD 21401",Chick & Ruth’s Colossal Milkshake Challenge,Where: Chick & Ruth's Delly,,
"Address: 165 Main St, Annapolis, MD 21401",Chick & Ruth’s Man vs Food Colossal Challenge,Where: Chick & Ruth's Delly,,
